# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1112507	1113049	+					lepB		G7081_RS05510	543		old_locus_tag=G7081_05510
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1112507	1113049	+	WP_238786628.1	WP_238786628.1		signal peptidase I	lepB		G7081_RS05510	543	180	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1113072	1113947	+					ylqF		G7081_RS05515	876		old_locus_tag=G7081_05515
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1113072	1113947	+	WP_166007958.1	WP_166007958.1		ribosome biogenesis GTPase YlqF	ylqF		G7081_RS05515	876	291	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1113925	1114698	+							G7081_RS05520	774		old_locus_tag=G7081_05520
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1113925	1114698	+	WP_166007959.1	WP_166007959.1		ribonuclease HII			G7081_RS05520	774	257	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1114754	1115629	+					dprA		G7081_RS05525	876		old_locus_tag=G7081_05525
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1114754	1115629	+	WP_166007960.1	WP_166007960.1		DNA-processing protein DprA	dprA		G7081_RS05525	876	291	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1115757	1117835	+					topA		G7081_RS05530	2079		old_locus_tag=G7081_05530
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1115757	1117835	+	WP_166007961.1	WP_166007961.1		type I DNA topoisomerase	topA		G7081_RS05530	2079	692	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1117894	1119192	+					trmFO		G7081_RS05535	1299		old_locus_tag=G7081_05535
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1117894	1119192	+	WP_166007962.1	WP_166007962.1		methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	trmFO		G7081_RS05535	1299	432	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1119280	1120179	+					xerC		G7081_RS05540	900		old_locus_tag=G7081_05540
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1119280	1120179	+	WP_166007963.1	WP_166007963.1		tyrosine recombinase XerC	xerC		G7081_RS05540	900	299	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1120211	1121473	-					tyrS		G7081_RS05545	1263		old_locus_tag=G7081_05545
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1120211	1121473	-	WP_166007964.1	WP_166007964.1		tyrosine--tRNA ligase	tyrS		G7081_RS05545	1263	420	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1121841	1122275	+							G7081_RS05550	435		old_locus_tag=G7081_05550
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1121841	1122275	+	WP_166007965.1	WP_166007965.1		GNAT family N-acetyltransferase			G7081_RS05550	435	144	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1122372	1123550	+							G7081_RS05555	1179		old_locus_tag=G7081_05555
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1122372	1123550	+	WP_166007966.1	WP_166007966.1		MFS transporter			G7081_RS05555	1179	392	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1123580	1123990	-							G7081_RS05560	411		old_locus_tag=G7081_05560
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1123580	1123990	-	WP_166007967.1	WP_166007967.1		helix-turn-helix domain-containing protein			G7081_RS05560	411	136	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1124143	1125438	+							G7081_RS05565	1296		old_locus_tag=G7081_05565
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1124143	1125438	+	WP_166007968.1	WP_166007968.1		Y-family DNA polymerase			G7081_RS05565	1296	431	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1125422	1125565	+							G7081_RS05570	144		old_locus_tag=G7081_05570
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1125422	1125565	+	WP_166007969.1	WP_166007969.1		hypothetical protein			G7081_RS05570	144	47	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1125698	1126804	+							G7081_RS05575	1107		old_locus_tag=G7081_05575
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1125698	1126804	+	WP_166007970.1	WP_166007970.1		linear amide C-N hydrolase			G7081_RS05575	1107	368	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1126905	1127327	+							G7081_RS05580	423		old_locus_tag=G7081_05580
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1126905	1127327	+	WP_166007971.1	WP_166007971.1		hypothetical protein			G7081_RS05580	423	140	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1127410	1128138	+							G7081_RS05585	729		old_locus_tag=G7081_05585
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1127410	1128138	+	WP_166007972.1	WP_166007972.1		TerC family protein			G7081_RS05585	729	242	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1128154	1128783	-							G7081_RS05590	630		old_locus_tag=G7081_05590
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1128154	1128783	-	WP_166007973.1	WP_166007973.1		nitroreductase family protein			G7081_RS05590	630	209	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1128889	1129848	-							G7081_RS05595	960		old_locus_tag=G7081_05595
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1128889	1129848	-	WP_166007974.1	WP_166007974.1		alpha/beta hydrolase			G7081_RS05595	960	319	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1129903	1130394	-							G7081_RS05600	492		old_locus_tag=G7081_05600
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1129903	1130394	-	WP_166007975.1	WP_166007975.1		YajQ family cyclic di-GMP-binding protein			G7081_RS05600	492	163	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1130560	1131462	+							G7081_RS05605	903		old_locus_tag=G7081_05605
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1130560	1131462	+	WP_166007976.1	WP_166007976.1		YitT family protein			G7081_RS05605	903	300	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1131544	1131918	+							G7081_RS05610	375		old_locus_tag=G7081_05610
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1131544	1131918	+	WP_238786629.1	WP_238786629.1		metal-sulfur cluster assembly factor			G7081_RS05610	375	124	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1131973	1132488	+							G7081_RS05615	516		old_locus_tag=G7081_05615
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1131973	1132488	+	WP_166007978.1	WP_166007978.1		N-acetyltransferase			G7081_RS05615	516	171	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1132585	1133469	+							G7081_RS05620	885		old_locus_tag=G7081_05620
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1132585	1133469	+	WP_166007979.1	WP_166007979.1		S1-like domain-containing RNA-binding protein			G7081_RS05620	885	294	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1133489	1134046	+							G7081_RS05625	558		old_locus_tag=G7081_05625
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1133489	1134046	+	WP_166007980.1	WP_166007980.1		TetR family transcriptional regulator C-terminal domain-containing protein			G7081_RS05625	558	185	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1134192	1135112	+							G7081_RS05630	921		old_locus_tag=G7081_05630
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1134192	1135112	+	WP_166007981.1	WP_166007981.1		DUF5692 family protein			G7081_RS05630	921	306	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1135266	1135715	+							G7081_RS05635	450		old_locus_tag=G7081_05635
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1135266	1135715	+	WP_166007982.1	WP_166007982.1		transcriptional repressor			G7081_RS05635	450	149	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1135796	1136686	+					xerD		G7081_RS05640	891		old_locus_tag=G7081_05640
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1135796	1136686	+	WP_166007983.1	WP_166007983.1		site-specific tyrosine recombinase XerD	xerD		G7081_RS05640	891	296	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1136747	1137535	+							G7081_RS05645	789		old_locus_tag=G7081_05645
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1136747	1137535	+	WP_166007984.1	WP_166007984.1		segregation/condensation protein A			G7081_RS05645	789	262	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1137545	1138180	+					scpB		G7081_RS05650	636		old_locus_tag=G7081_05650
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1137545	1138180	+	WP_166007985.1	WP_166007985.1		SMC-Scp complex subunit ScpB	scpB		G7081_RS05650	636	211	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1138180	1138896	+							G7081_RS05655	717		old_locus_tag=G7081_05655
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1138180	1138896	+	WP_166007986.1	WP_166007986.1		rRNA pseudouridine synthase			G7081_RS05655	717	238	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1138913	1139350	+							G7081_RS05660	438		old_locus_tag=G7081_05660
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1138913	1139350	+	WP_166007987.1	WP_166007987.1		hypothetical protein			G7081_RS05660	438	145	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1139761	1140327	+							G7081_RS05665	567		old_locus_tag=G7081_05665
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1139761	1140327	+	WP_166007988.1	WP_166007988.1		ECF transporter S component			G7081_RS05665	567	188	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1140374	1140583	-							G7081_RS05670	210		old_locus_tag=G7081_05670
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1140374	1140583	-	WP_202982255.1	WP_202982255.1		ferredoxin			G7081_RS05670	210	69	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1140612	1141649	+							G7081_RS05675	1038		old_locus_tag=G7081_05675
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1140612	1141649	+	WP_166007989.1	WP_166007989.1		helix-turn-helix domain-containing protein			G7081_RS05675	1038	345	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1141651	1143069	+							G7081_RS05680	1419		old_locus_tag=G7081_05680
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1141651	1143069	+	WP_166007990.1	WP_166007990.1		RecQ family ATP-dependent DNA helicase			G7081_RS05680	1419	472	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1143154	1143681	+							G7081_RS05685	528		old_locus_tag=G7081_05685
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1143154	1143681	+	WP_166007991.1	WP_166007991.1		LysM peptidoglycan-binding domain-containing protein			G7081_RS05685	528	175	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1143778	1144440	+					cmk		G7081_RS05690	663		old_locus_tag=G7081_05690
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1143778	1144440	+	WP_166007992.1	WP_166007992.1		(d)CMP kinase	cmk		G7081_RS05690	663	220	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1144540	1145751	+					rpsA		G7081_RS05695	1212		old_locus_tag=G7081_05695
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1144540	1145751	+	WP_166007993.1	WP_166007993.1		30S ribosomal protein S1	rpsA		G7081_RS05695	1212	403	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1145893	1147203	+					der		G7081_RS05700	1311		old_locus_tag=G7081_05700
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1145893	1147203	+	WP_166007994.1	WP_166007994.1		ribosome biogenesis GTPase Der	der		G7081_RS05700	1311	436	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1147435	1147710	+							G7081_RS05705	276		old_locus_tag=G7081_05705
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1147435	1147710	+	WP_166007995.1	WP_166007995.1		HU family DNA-binding protein			G7081_RS05705	276	91	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1147874	1149112	+							G7081_RS05710	1239		old_locus_tag=G7081_05710
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1147874	1149112	+	WP_166007996.1	WP_166007996.1		tetratricopeptide repeat protein			G7081_RS05710	1239	412	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1149128	1149691	+							G7081_RS05715	564		old_locus_tag=G7081_05715
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1149128	1149691	+	WP_166007997.1	WP_166007997.1		YpiB family protein			G7081_RS05715	564	187	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1149678	1150883	+							G7081_RS05720	1206		old_locus_tag=G7081_05720
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1149678	1150883	+	WP_166007998.1	WP_166007998.1		CCA tRNA nucleotidyltransferase			G7081_RS05720	1206	401	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1150894	1151259	+							G7081_RS05725	366		old_locus_tag=G7081_05725
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1150894	1151259	+	WP_166007999.1	WP_166007999.1		thioesterase			G7081_RS05725	366	121	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1151351	1151809	+							G7081_RS05730	459		old_locus_tag=G7081_05730
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1151351	1151809	+	WP_166008000.1	WP_166008000.1		hypothetical protein			G7081_RS05730	459	152	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1151935	1153815	+							G7081_RS05735	1881		old_locus_tag=G7081_05735
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1151935	1153815	+	WP_166008001.1	WP_166008001.1		ABC-F family ATP-binding cassette domain-containing protein			G7081_RS05735	1881	626	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1153842	1154789	+							G7081_RS05740	948		old_locus_tag=G7081_05740
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1153842	1154789	+	WP_166008398.1	WP_166008398.1		thymidylate synthase			G7081_RS05740	948	315	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1154802	1155287	+							G7081_RS05745	486		old_locus_tag=G7081_05745
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1154802	1155287	+	WP_166008002.1	WP_166008002.1		dihydrofolate reductase			G7081_RS05745	486	161	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1155436	1157301	+					asnB		G7081_RS05750	1866		old_locus_tag=G7081_05750
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1155436	1157301	+	WP_166008003.1	WP_166008003.1		asparagine synthase (glutamine-hydrolyzing)	asnB		G7081_RS05750	1866	621	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1157429	1158949	+							G7081_RS05755	1521		old_locus_tag=G7081_05755
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1157429	1158949	+	WP_166008004.1	WP_166008004.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase			G7081_RS05755	1521	506	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1158951	1160195	+							G7081_RS05760	1245		old_locus_tag=G7081_05760
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1158951	1160195	+	WP_166008005.1	WP_166008005.1		carboxylate--amine ligase			G7081_RS05760	1245	414	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1160201	1160908	+							G7081_RS05765	708		old_locus_tag=G7081_05765
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1160201	1160908	+	WP_166008006.1	WP_166008006.1		amino acid racemase			G7081_RS05765	708	235	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1160932	1161570	-							G7081_RS05770	639		old_locus_tag=G7081_05770
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1160932	1161570	-	WP_166008399.1	WP_166008399.1		hemolysin III family protein			G7081_RS05770	639	212	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1161696	1162535	+							G7081_RS05775	840		old_locus_tag=G7081_05775
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1161696	1162535	+	WP_166008007.1	WP_166008007.1		DegV family protein			G7081_RS05775	840	279	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1162600	1163484	+							G7081_RS05780	885		old_locus_tag=G7081_05780
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1162600	1163484	+	WP_166008008.1	WP_166008008.1		GDSL-type esterase/lipase family protein			G7081_RS05780	885	294	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1163485	1164099	+							G7081_RS05785	615		old_locus_tag=G7081_05785
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1163485	1164099	+	WP_166008009.1	WP_166008009.1		YpmS family protein			G7081_RS05785	615	204	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1164101	1164319	+							G7081_RS05790	219		old_locus_tag=G7081_05790
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1164101	1164319	+	WP_166008010.1	WP_166008010.1		YozE family protein			G7081_RS05790	219	72	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1164648	1166441	+							G7081_RS05795	1794		old_locus_tag=G7081_05795
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1164648	1166441	+	WP_166008011.1	WP_166008011.1		acyltransferase			G7081_RS05795	1794	597	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1166550	1167596	+							G7081_RS05800	1047		old_locus_tag=G7081_05800
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1166550	1167596	+	WP_166008012.1	WP_166008012.1		AI-2E family transporter			G7081_RS05800	1047	348	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1167650	1168819	+							G7081_RS05805	1170		old_locus_tag=G7081_05805
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1167650	1168819	+	WP_166008013.1	WP_166008013.1		MFS transporter			G7081_RS05805	1170	389	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1168937	1170655	+							G7081_RS05810	1719		old_locus_tag=G7081_05810
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1168937	1170655	+	WP_202982256.1	WP_202982256.1		ABC transporter ATP-binding protein/permease			G7081_RS05810	1719	572	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1170657	1172429	+							G7081_RS05815	1773		old_locus_tag=G7081_05815
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1170657	1172429	+	WP_166008014.1	WP_166008014.1		ABC transporter ATP-binding protein/permease			G7081_RS05815	1773	590	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1172542	1173192	+					pnuC		G7081_RS05820	651		old_locus_tag=G7081_05820
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1172542	1173192	+	WP_166008015.1	WP_166008015.1		nicotinamide riboside transporter PnuC	pnuC		G7081_RS05820	651	216	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1173340	1174170	+							G7081_RS05825	831		old_locus_tag=G7081_05825
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1173340	1174170	+	WP_166008016.1	WP_166008016.1		hypothetical protein			G7081_RS05825	831	276	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174202	1174384	-							G7081_RS05830	183		old_locus_tag=G7081_05830
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174202	1174384	-	WP_166008017.1	WP_166008017.1		hypothetical protein			G7081_RS05830	183	60	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174501	1174722	+							G7081_RS05835	222		old_locus_tag=G7081_05835
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174501	1174722	+	WP_166008018.1	WP_166008018.1		hypothetical protein			G7081_RS05835	222	73	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174911	1176074	+							G7081_RS05840	1164		old_locus_tag=G7081_05840
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1174911	1176074	+	WP_166008019.1	WP_166008019.1		acetate kinase			G7081_RS05840	1164	387	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1176156	1176782	+							G7081_RS05845	627		old_locus_tag=G7081_05845
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1176156	1176782	+	WP_166008020.1	WP_166008020.1		chloramphenicol acetyltransferase			G7081_RS05845	627	208	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1176820	1177386	-							G7081_RS05850	567		old_locus_tag=G7081_05850
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1176820	1177386	-	WP_166008021.1	WP_166008021.1		NAD(P)H-dependent oxidoreductase			G7081_RS05850	567	188	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1177392	1178468	-							G7081_RS05855	1077		old_locus_tag=G7081_05855
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1177392	1178468	-	WP_166008401.1	WP_166008401.1		LLM class flavin-dependent oxidoreductase			G7081_RS05855	1077	358	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1178601	1178957	+							G7081_RS05860	357		old_locus_tag=G7081_05860
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1178601	1178957	+	WP_166008022.1	WP_166008022.1		helix-turn-helix transcriptional regulator			G7081_RS05860	357	118	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1179523	1180113	-							G7081_RS05865	591		old_locus_tag=G7081_05865
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1179523	1180113	-	WP_166008402.1	WP_166008402.1		phosphoglycerate mutase family protein			G7081_RS05865	591	196	
gene	pseudogene	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1180209	1180624	-							G7081_RS05870	416		pseudo;old_locus_tag=G7081_05870
CDS	without_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1180209	1180624	-				MerR family transcriptional regulator			G7081_RS05870	416		pseudo
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1180706	1182013	-							G7081_RS05875	1308		old_locus_tag=G7081_05875
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1180706	1182013	-	WP_166008023.1	WP_166008023.1		hemolysin family protein			G7081_RS05875	1308	435	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1182077	1182241	-							G7081_RS05880	165		old_locus_tag=G7081_05880
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1182077	1182241	-	WP_166008024.1	WP_166008024.1		hypothetical protein			G7081_RS05880	165	54	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1182256	1183062	-							G7081_RS05885	807		old_locus_tag=G7081_05885
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1182256	1183062	-	WP_166008025.1	WP_166008025.1		GNAT family N-acetyltransferase			G7081_RS05885	807	268	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1183094	1183879	-							G7081_RS05890	786		old_locus_tag=G7081_05890
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1183094	1183879	-	WP_166008026.1	WP_166008026.1		pseudouridine synthase			G7081_RS05890	786	261	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	1183872	1184750	-							G7081_RS05895	879		old_locus_tag=G7081_05895
